name,longitude,latitude,date,origin,source,class_confidence,ground_truth_location
Windarra Honey,115.991488,-31.842224,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4271700489,0.7,None
The House of Honey,116.017467,-31.81759,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4271700689,0.7,None
The Cheesecake Shop,115.997727,-31.890002,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4330922299,0.7,None
St Leonard Display Village,115.968453,-31.854516,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4353648621,0.7,None
Mash Brewery,116.016031,-31.808305,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4422268895,0.7,None
The Henley Brook,116.001908,-31.81298,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4422320889,0.7,None
Swan Valley Whistler's Chocolate,116.015651,-31.849449,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4545893189,0.7,None
Mazparts,116.031277,-31.893334,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4550211104,0.7,None
Liviis Playground,115.965825,-31.82038,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4567582243,0.7,None
Washworks Midvale,116.031582,-31.886684,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4623225862,0.7,None
Caltex Midvale,116.031838,-31.886344,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4623225863,0.7,None
Hungry Jack's,116.032973,-31.886344,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4623225864,0.7,None
Caltex Swan View,116.04213,-31.885671,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4623231232,0.7,None
Dominos Swan View,116.04237,-31.885485,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4623231233,0.7,None
Brumby's Swan View,116.04245,-31.885485,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4623231234,0.7,None
Touched By Olivia Playground,115.966165,-31.820968,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4636747289,0.7,None
Muzz Buzz,115.964264,-31.777341,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4636766747,0.7,None
Zambrero,115.980541,-31.795076,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4700890287,0.7,None
VetWest Animal Hospital Ellenbrook,115.972809,-31.781883,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4702940666,0.7,None
PetStock Ellenbrook,115.97263,-31.781882,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4702940667,0.7,None
FirstChoice Liquor,115.973282,-31.781851,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4702940668,0.7,None
BWS,115.967111,-31.782521,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4702940669,0.7,None
Ellenbrook Kebabs,115.967481,-31.782543,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4702940670,0.7,None
Caltex Woolworths,115.987326,-31.777517,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4703398360,0.7,None
BWS Aveley,115.987665,-31.777552,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4703398361,0.7,None
Maharani,115.987749,-31.77757,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4703398362,0.7,None
Jesters,115.987835,-31.77759,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4703398363,0.7,None
LJ Hooker,115.987925,-31.777607,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4703398364,0.7,None
Barbertown,115.988031,-31.77763,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4703398365,0.7,None
Aveley News,115.988219,-31.77767,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4703398366,0.7,None
Woolworths Aveley,115.988035,-31.777945,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4703398367,0.7,None
Krusty Kob,115.988529,-31.777743,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4703398368,0.7,None
Lot Six Zero,115.988698,-31.777738,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4703398369,0.7,None
Mandoon Estate,115.994991,-31.868266,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4725282049,0.7,None
Homestead Brewery,115.994935,-31.868062,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4725282050,0.7,None
Mandoon Vineyard,115.995494,-31.867594,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4725282053,0.7,None
Mandoon Outdoor Cinema,115.994474,-31.868648,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4725282054,0.7,None
Mandoon Beer Garden,115.994406,-31.868477,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4725282055,0.7,None
Homestead Brewery,115.995062,-31.868073,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4725357781,0.7,None
Homestead bar,115.994852,-31.868069,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4725358878,0.7,None
Mandoon Cellar Door,115.994627,-31.868103,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4725358890,0.7,None
Lynton & Kay Art Gallery,115.994413,-31.869037,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4725359056,0.7,None
Mandoon Carpark,115.995606,-31.868023,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4725359966,0.7,None
Mandoon Car park,115.994155,-31.865208,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4725360820,0.7,None
Mandoon Helipad,115.997248,-31.865861,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4725361283,0.7,None
Mandoon Jetty,115.995104,-31.869705,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4725364589,0.7,None
Woodbridge,115.991438,-31.891144,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4928895667,0.7,None
Middle Swan,116.018067,-31.859939,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4928895671,0.7,None
Caversham,115.974819,-31.87501,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4928895672,0.7,None
Dayton,115.974066,-31.855774,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4928895673,0.7,None
West Swan,115.988588,-31.845607,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4928895675,0.7,None
Herne Hill,116.018726,-31.827304,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4928895676,0.7,None
Brabham,115.976415,-31.828358,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4928895677,0.7,None
Henley Brook,115.983996,-31.806735,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4928895678,0.7,None
Belhus,116.007925,-31.783589,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4928895679,0.7,None
Millendon,116.037708,-31.807462,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4928895680,0.7,None
Baskerville,116.046978,-31.796922,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4928895681,0.7,None
MAX Employment Midland,116.005689,-31.889651,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/4978086721,0.7,None
Mobil,115.974638,-31.875524,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/5317835917,0.7,None
7-Eleven,115.974557,-31.875532,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/5317835981,0.7,None
Katich’s The Grape Place,115.973701,-31.88541,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/5555477321,0.7,None
